Date,Period,Region,State,Relevant variants,Quantity
2023-06-01,Jun 2023,Northeast,Alagoas,XBB.1.5.* (Omicron),5
2023-06-01,Jun 2023,Northeast,Alagoas,XBB.1.5.70.*+GK.* (Omicron),4
2023-06-01,Jun 2023,Northeast,Bahia,FE.1.* (Omicron),70
2023-06-01,Jun 2023,Northeast,Bahia,Others,4
2023-06-01,Jun 2023,Northeast,Bahia,XBB.1.5.* (Omicron),5
2023-06-01,Jun 2023,Northeast,Bahia,XBB.1.5.70.*+GK.* (Omicron),14
2023-06-01,Jun 2023,Northeast,Maranhão,FE.1.* (Omicron),4
2023-06-01,Jun 2023,Northeast,Maranhão,XBB.1.5.70.*+GK.* (Omicron),1
2023-06-01,Jun 2023,Northeast,Paraíba,FE.1.* (Omicron),43
2023-06-01,Jun 2023,Northeast,Paraíba,Others,13
2023-06-01,Jun 2023,Northeast,Paraíba,XBB.1.5.* (Omicron),7
2023-06-01,Jun 2023,Northeast,Paraíba,XBB.1.5.70.*+GK.* (Omicron),24
2023-06-01,Jun 2023,Northeast,Pernambuco,FE.1.* (Omicron),17
2023-06-01,Jun 2023,Northeast,Pernambuco,Others,7
2023-06-01,Jun 2023,Northeast,Pernambuco,XBB.1.5.* (Omicron),4
2023-06-01,Jun 2023,Northeast,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),14
2023-06-01,Jun 2023,Northeast,Rio Grande do Norte,FE.1.* (Omicron),6
2023-06-01,Jun 2023,Northeast,Rio Grande do Norte,JD.1.* (Omicron),2
2023-06-01,Jun 2023,Northeast,Rio Grande do Norte,Others,4
2023-06-01,Jun 2023,Northeast,Rio Grande do Norte,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,Northeast,Rio Grande do Norte,XBB.1.5.70.*+GK.* (Omicron),9
2023-06-01,Jun 2023,Northeast,Sergipe,FE.1.* (Omicron),3
2023-06-01,Jun 2023,Northeast,Sergipe,Others,1
2023-06-01,Jun 2023,Northeast,Sergipe,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,Northeast,Sergipe,XBB.1.5.70.*+GK.* (Omicron),2
2023-06-01,Jun 2023,North,Acre,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,North,Acre,XBB.1.5.70.*+GK.* (Omicron),2
2023-06-01,Jun 2023,North,Amapá,FE.1.* (Omicron),10
2023-06-01,Jun 2023,North,Amapá,JD.1.* (Omicron),1
2023-06-01,Jun 2023,North,Amapá,Others,7
2023-06-01,Jun 2023,North,Amapá,XBB.1.5.* (Omicron),3
2023-06-01,Jun 2023,North,Amazonas,FE.1.* (Omicron),2
2023-06-01,Jun 2023,North,Amazonas,Others,7
2023-06-01,Jun 2023,North,Amazonas,XBB.1.5.* (Omicron),6
2023-06-01,Jun 2023,North,Amazonas,XBB.1.5.70.*+GK.* (Omicron),10
2023-06-01,Jun 2023,North,Pará,FE.1.* (Omicron),3
2023-06-01,Jun 2023,North,Pará,JD.1.* (Omicron),19
2023-06-01,Jun 2023,North,Pará,Others,2
2023-06-01,Jun 2023,North,Pará,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,North,Pará,XBB.1.5.70.*+GK.* (Omicron),5
2023-06-01,Jun 2023,North,Rondônia,FE.1.* (Omicron),8
2023-06-01,Jun 2023,North,Rondônia,Others,1
2023-06-01,Jun 2023,North,Rondônia,XBB.1.5.* (Omicron),10
2023-06-01,Jun 2023,North,Rondônia,XBB.1.5.70.*+GK.* (Omicron),22
2023-06-01,Jun 2023,North,Roraima,FE.1.* (Omicron),1
2023-06-01,Jun 2023,North,Roraima,Others,2
2023-06-01,Jun 2023,North,Roraima,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,North,Tocantins,FE.1.* (Omicron),10
2023-06-01,Jun 2023,North,Tocantins,JD.1.* (Omicron),15
2023-06-01,Jun 2023,North,Tocantins,Others,24
2023-06-01,Jun 2023,North,Tocantins,XBB.1.5.* (Omicron),7
2023-06-01,Jun 2023,North,Tocantins,XBB.1.5.70.*+GK.* (Omicron),4
2023-06-01,Jun 2023,Southeast,Espírito Santo,FE.1.* (Omicron),23
2023-06-01,Jun 2023,Southeast,Espírito Santo,HA.1.* (Omicron),2
2023-06-01,Jun 2023,Southeast,Espírito Santo,Others,6
2023-06-01,Jun 2023,Southeast,Espírito Santo,XBB.1.5.* (Omicron),8
2023-06-01,Jun 2023,Southeast,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),6
2023-06-01,Jun 2023,Southeast,Minas Gerais,FE.1.* (Omicron),25
2023-06-01,Jun 2023,Southeast,Minas Gerais,JD.1.* (Omicron),3
2023-06-01,Jun 2023,Southeast,Minas Gerais,Others,26
2023-06-01,Jun 2023,Southeast,Minas Gerais,XBB.1.5.* (Omicron),11
2023-06-01,Jun 2023,Southeast,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),8
2023-06-01,Jun 2023,Southeast,Rio de Janeiro,FE.1.* (Omicron),6
2023-06-01,Jun 2023,Southeast,Rio de Janeiro,Others,2
2023-06-01,Jun 2023,Southeast,Rio de Janeiro,XBB.1.5.* (Omicron),2
2023-06-01,Jun 2023,Southeast,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),2
2023-06-01,Jun 2023,Southeast,São Paulo,FE.1.* (Omicron),18
2023-06-01,Jun 2023,Southeast,São Paulo,HA.1.* (Omicron),2
2023-06-01,Jun 2023,Southeast,São Paulo,Others,6
2023-06-01,Jun 2023,Southeast,São Paulo,XBB.1.5.* (Omicron),4
2023-06-01,Jun 2023,Southeast,São Paulo,XBB.1.5.70.*+GK.* (Omicron),10
2023-06-01,Jun 2023,South,Paraná,FE.1.* (Omicron),2
2023-06-01,Jun 2023,South,Paraná,XBB.1.5.* (Omicron),1
2023-06-01,Jun 2023,South,Paraná,XBB.1.5.70.*+GK.* (Omicron),1
2023-06-01,Jun 2023,South,Rio Grande do Sul,FE.1.* (Omicron),8
2023-06-01,Jun 2023,South,Rio Grande do Sul,Others,14
2023-06-01,Jun 2023,South,Rio Grande do Sul,XBB.1.5.* (Omicron),4
2023-06-01,Jun 2023,South,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),4
2023-06-01,Jun 2023,South,Santa Catarina,FE.1.* (Omicron),34
2023-06-01,Jun 2023,South,Santa Catarina,HA.1.* (Omicron),6
2023-06-01,Jun 2023,South,Santa Catarina,JD.1.* (Omicron),2
2023-06-01,Jun 2023,South,Santa Catarina,Others,19
2023-06-01,Jun 2023,South,Santa Catarina,XBB.1.5.* (Omicron),3
2023-06-01,Jun 2023,South,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),6
2023-07-01,Jul 2023,Central-west,Distrito Federal,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Central-west,Distrito Federal,Others,8
2023-07-01,Jul 2023,Central-west,Distrito Federal,XBB.1.5.70.*+GK.* (Omicron),8
2023-07-01,Jul 2023,Central-west,Goiás,FE.1.* (Omicron),5
2023-07-01,Jul 2023,Central-west,Goiás,JD.1.* (Omicron),1
2023-07-01,Jul 2023,Central-west,Goiás,Others,3
2023-07-01,Jul 2023,Central-west,Goiás,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Central-west,Goiás,XBB.1.5.70.*+GK.* (Omicron),11
2023-07-01,Jul 2023,Central-west,Mato Grosso,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Central-west,Mato Grosso,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Central-west,Mato Grosso,JD.1.* (Omicron),3
2023-07-01,Jul 2023,Central-west,Mato Grosso,Others,1
2023-07-01,Jul 2023,Central-west,Mato Grosso,XBB.1.5.* (Omicron),1
2023-07-01,Jul 2023,Central-west,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),12
2023-07-01,Jul 2023,Central-west,Mato Grosso do Sul,FE.1.* (Omicron),9
2023-07-01,Jul 2023,Central-west,Mato Grosso do Sul,Others,1
2023-07-01,Jul 2023,Central-west,Mato Grosso do Sul,XBB.1.5.* (Omicron),1
2023-07-01,Jul 2023,Central-west,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),2
2023-07-01,Jul 2023,Northeast,Alagoas,EG.5.* (Omicron),1
2023-07-01,Jul 2023,Northeast,Alagoas,FE.1.* (Omicron),4
2023-07-01,Jul 2023,Northeast,Alagoas,Others,1
2023-07-01,Jul 2023,Northeast,Bahia,FE.1.* (Omicron),25
2023-07-01,Jul 2023,Northeast,Bahia,JD.1.* (Omicron),1
2023-07-01,Jul 2023,Northeast,Bahia,Others,4
2023-07-01,Jul 2023,Northeast,Bahia,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Northeast,Bahia,XBB.1.5.70.*+GK.* (Omicron),16
2023-07-01,Jul 2023,Northeast,Maranhão,JD.1.* (Omicron),1
2023-07-01,Jul 2023,Northeast,Maranhão,XBB.1.5.70.*+GK.* (Omicron),1
2023-07-01,Jul 2023,Northeast,Paraíba,FE.1.* (Omicron),9
2023-07-01,Jul 2023,Northeast,Paraíba,Others,1
2023-07-01,Jul 2023,Northeast,Paraíba,XBB.1.5.70.*+GK.* (Omicron),11
2023-07-01,Jul 2023,Northeast,Pernambuco,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Northeast,Pernambuco,Others,1
2023-07-01,Jul 2023,Northeast,Pernambuco,XBB.1.5.* (Omicron),1
2023-07-01,Jul 2023,Northeast,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),3
2023-07-01,Jul 2023,Northeast,Sergipe,FE.1.* (Omicron),1
2023-07-01,Jul 2023,North,Amapá,FE.1.* (Omicron),6
2023-07-01,Jul 2023,North,Amapá,JD.1.* (Omicron),2
2023-07-01,Jul 2023,North,Amapá,Others,2
2023-07-01,Jul 2023,North,Amapá,XBB.1.5.70.*+GK.* (Omicron),2
2023-07-01,Jul 2023,North,Amazonas,Others,10
2023-07-01,Jul 2023,North,Amazonas,XBB.1.5.* (Omicron),1
2023-07-01,Jul 2023,North,Amazonas,XBB.1.5.70.*+GK.* (Omicron),11
2023-07-01,Jul 2023,North,Pará,FE.1.* (Omicron),1
2023-07-01,Jul 2023,North,Pará,JD.1.* (Omicron),18
2023-07-01,Jul 2023,North,Pará,Others,1
2023-07-01,Jul 2023,North,Pará,XBB.1.5.70.*+GK.* (Omicron),5
2023-07-01,Jul 2023,North,Rondônia,FE.1.* (Omicron),2
2023-07-01,Jul 2023,North,Rondônia,XBB.1.5.70.*+GK.* (Omicron),2
2023-07-01,Jul 2023,North,Tocantins,JD.1.* (Omicron),6
2023-07-01,Jul 2023,North,Tocantins,Others,4
2023-07-01,Jul 2023,North,Tocantins,XBB.1.5.* (Omicron),1
2023-07-01,Jul 2023,Southeast,Espírito Santo,FE.1.* (Omicron),9
2023-07-01,Jul 2023,Southeast,Espírito Santo,Others,7
2023-07-01,Jul 2023,Southeast,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),3
2023-07-01,Jul 2023,Southeast,Minas Gerais,FE.1.* (Omicron),24
2023-07-01,Jul 2023,Southeast,Minas Gerais,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Southeast,Minas Gerais,JD.1.* (Omicron),2
2023-07-01,Jul 2023,Southeast,Minas Gerais,Others,14
2023-07-01,Jul 2023,Southeast,Minas Gerais,XBB.1.5.* (Omicron),6
2023-07-01,Jul 2023,Southeast,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),24
2023-07-01,Jul 2023,Southeast,Rio de Janeiro,EG.5.* (Omicron),1
2023-07-01,Jul 2023,Southeast,Rio de Janeiro,FE.1.* (Omicron),1
2023-07-01,Jul 2023,Southeast,Rio de Janeiro,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Southeast,Rio de Janeiro,Others,6
2023-07-01,Jul 2023,Southeast,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),4
2023-07-01,Jul 2023,Southeast,São Paulo,FE.1.* (Omicron),20
2023-07-01,Jul 2023,Southeast,São Paulo,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Southeast,São Paulo,Others,5
2023-07-01,Jul 2023,Southeast,São Paulo,XBB.1.5.70.*+GK.* (Omicron),8
2023-07-01,Jul 2023,South,Paraná,FE.1.* (Omicron),2
2023-07-01,Jul 2023,South,Paraná,Others,2
2023-07-01,Jul 2023,South,Paraná,XBB.1.5.70.*+GK.* (Omicron),2
2023-07-01,Jul 2023,South,Rio Grande do Sul,FE.1.* (Omicron),9
2023-07-01,Jul 2023,South,Rio Grande do Sul,JD.1.* (Omicron),3
2023-07-01,Jul 2023,South,Rio Grande do Sul,Others,6
2023-07-01,Jul 2023,South,Rio Grande do Sul,XBB.1.5.* (Omicron),10
2023-07-01,Jul 2023,South,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),7
2023-07-01,Jul 2023,South,Santa Catarina,EG.5.* (Omicron),1
2023-07-01,Jul 2023,South,Santa Catarina,FE.1.* (Omicron),12
2023-07-01,Jul 2023,South,Santa Catarina,HA.1.* (Omicron),2
2023-07-01,Jul 2023,South,Santa Catarina,JD.1.* (Omicron),1
2023-07-01,Jul 2023,South,Santa Catarina,Others,2
2023-07-01,Jul 2023,South,Santa Catarina,XBB.1.5.* (Omicron),4
2023-07-01,Jul 2023,South,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),7
2023-08-01,Aug 2023,Central-west,Distrito Federal,EG.5.* (Omicron),1
2023-08-01,Aug 2023,Central-west,Goiás,FE.1.* (Omicron),4
2023-08-01,Aug 2023,Central-west,Goiás,JD.1.* (Omicron),54
2023-08-01,Aug 2023,Central-west,Goiás,Others,4
2023-08-01,Aug 2023,Central-west,Goiás,XBB.1.5.* (Omicron),2
2023-08-01,Aug 2023,Central-west,Goiás,XBB.1.5.70.*+GK.* (Omicron),34
2023-08-01,Aug 2023,Central-west,Mato Grosso,FE.1.* (Omicron),1
2023-08-01,Aug 2023,Central-west,Mato Grosso,HA.1.* (Omicron),1
2023-08-01,Aug 2023,Central-west,Mato Grosso,JD.1.* (Omicron),5
2023-08-01,Aug 2023,Central-west,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),5
2023-08-01,Aug 2023,Central-west,Mato Grosso do Sul,FE.1.* (Omicron),5
2023-08-01,Aug 2023,Central-west,Mato Grosso do Sul,JD.1.* (Omicron),2
2023-08-01,Aug 2023,Central-west,Mato Grosso do Sul,Others,3
2023-08-01,Aug 2023,Central-west,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),8
2023-08-01,Aug 2023,Northeast,Bahia,HA.1.* (Omicron),1
2023-08-01,Aug 2023,Northeast,Bahia,JD.1.* (Omicron),1
2023-08-01,Aug 2023,Northeast,Bahia,Others,4
2023-08-01,Aug 2023,Northeast,Bahia,XBB.1.5.70.*+GK.* (Omicron),5
2023-08-01,Aug 2023,Northeast,Paraíba,EG.5.* (Omicron),1
2023-08-01,Aug 2023,Northeast,Paraíba,FE.1.* (Omicron),1
2023-08-01,Aug 2023,Northeast,Paraíba,Others,1
2023-08-01,Aug 2023,Northeast,Paraíba,XBB.1.5.70.*+GK.* (Omicron),2
2023-08-01,Aug 2023,Northeast,Pernambuco,Others,1
2023-08-01,Aug 2023,Northeast,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),3
2023-08-01,Aug 2023,North,Acre,Others,1
2023-08-01,Aug 2023,North,Amapá,FE.1.* (Omicron),6
2023-08-01,Aug 2023,North,Amapá,JD.1.* (Omicron),5
2023-08-01,Aug 2023,North,Amapá,XBB.1.5.70.*+GK.* (Omicron),4
2023-08-01,Aug 2023,North,Amazonas,JD.1.* (Omicron),1
2023-08-01,Aug 2023,North,Amazonas,Others,5
2023-08-01,Aug 2023,North,Amazonas,XBB.1.5.* (Omicron),2
2023-08-01,Aug 2023,North,Amazonas,XBB.1.5.70.*+GK.* (Omicron),18
2023-08-01,Aug 2023,North,Pará,FE.1.* (Omicron),1
2023-08-01,Aug 2023,North,Pará,JD.1.* (Omicron),5
2023-08-01,Aug 2023,North,Pará,XBB.1.5.70.*+GK.* (Omicron),1
2023-08-01,Aug 2023,North,Rondônia,JD.1.* (Omicron),1
2023-08-01,Aug 2023,North,Rondônia,XBB.1.5.70.*+GK.* (Omicron),4
2023-08-01,Aug 2023,North,Roraima,Others,2
2023-08-01,Aug 2023,North,Roraima,XBB.1.5.70.*+GK.* (Omicron),6
2023-08-01,Aug 2023,North,Tocantins,JD.1.* (Omicron),4
2023-08-01,Aug 2023,North,Tocantins,Others,3
2023-08-01,Aug 2023,North,Tocantins,XBB.1.5.* (Omicron),2
2023-08-01,Aug 2023,North,Tocantins,XBB.1.5.70.*+GK.* (Omicron),2
2023-08-01,Aug 2023,Southeast,Espírito Santo,FE.1.* (Omicron),4
2023-08-01,Aug 2023,Southeast,Espírito Santo,JD.1.* (Omicron),2
2023-08-01,Aug 2023,Southeast,Espírito Santo,Others,5
2023-08-01,Aug 2023,Southeast,Espírito Santo,XBB.1.5.* (Omicron),1
2023-08-01,Aug 2023,Southeast,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),10
2023-08-01,Aug 2023,Southeast,Minas Gerais,EG.5.* (Omicron),2
2023-08-01,Aug 2023,Southeast,Minas Gerais,FE.1.* (Omicron),17
2023-08-01,Aug 2023,Southeast,Minas Gerais,JD.1.* (Omicron),10
2023-08-01,Aug 2023,Southeast,Minas Gerais,Others,16
2023-08-01,Aug 2023,Southeast,Minas Gerais,XBB.1.5.* (Omicron),12
2023-08-01,Aug 2023,Southeast,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),55
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,EG.5.* (Omicron),9
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,FE.1.* (Omicron),22
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,HA.1.* (Omicron),2
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,JD.1.* (Omicron),6
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,Others,82
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,XBB.1.5.* (Omicron),9
2023-08-01,Aug 2023,Southeast,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),60
2023-08-01,Aug 2023,Southeast,São Paulo,EG.5.* (Omicron),8
2023-08-01,Aug 2023,Southeast,São Paulo,FE.1.* (Omicron),25
2023-08-01,Aug 2023,Southeast,São Paulo,JD.1.* (Omicron),4
2023-08-01,Aug 2023,Southeast,São Paulo,Others,15
2023-08-01,Aug 2023,Southeast,São Paulo,XBB.1.5.* (Omicron),4
2023-08-01,Aug 2023,Southeast,São Paulo,XBB.1.5.70.*+GK.* (Omicron),80
2023-08-01,Aug 2023,South,Paraná,FE.1.* (Omicron),2
2023-08-01,Aug 2023,South,Paraná,Others,1
2023-08-01,Aug 2023,South,Paraná,XBB.1.5.* (Omicron),3
2023-08-01,Aug 2023,South,Paraná,XBB.1.5.70.*+GK.* (Omicron),9
2023-08-01,Aug 2023,South,Rio Grande do Sul,EG.5.* (Omicron),1
2023-08-01,Aug 2023,South,Rio Grande do Sul,FE.1.* (Omicron),7
2023-08-01,Aug 2023,South,Rio Grande do Sul,JD.1.* (Omicron),2
2023-08-01,Aug 2023,South,Rio Grande do Sul,Others,8
2023-08-01,Aug 2023,South,Rio Grande do Sul,XBB.1.5.* (Omicron),5
2023-08-01,Aug 2023,South,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),29
2023-08-01,Aug 2023,South,Santa Catarina,FE.1.* (Omicron),10
2023-08-01,Aug 2023,South,Santa Catarina,HA.1.* (Omicron),2
2023-08-01,Aug 2023,South,Santa Catarina,JD.1.* (Omicron),11
2023-08-01,Aug 2023,South,Santa Catarina,Others,5
2023-08-01,Aug 2023,South,Santa Catarina,XBB.1.5.* (Omicron),2
2023-08-01,Aug 2023,South,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),24
2023-09-01,Sep 2023,Central-west,Goiás,FE.1.* (Omicron),4
2023-09-01,Sep 2023,Central-west,Goiás,JD.1.* (Omicron),134
2023-09-01,Sep 2023,Central-west,Goiás,XBB.1.5.70.*+GK.* (Omicron),18
2023-09-01,Sep 2023,Central-west,Mato Grosso,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Central-west,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),3
2023-09-01,Sep 2023,Central-west,Mato Grosso do Sul,FE.1.* (Omicron),4
2023-09-01,Sep 2023,Central-west,Mato Grosso do Sul,HA.1.* (Omicron),1
2023-09-01,Sep 2023,Central-west,Mato Grosso do Sul,JD.1.* (Omicron),11
2023-09-01,Sep 2023,Central-west,Mato Grosso do Sul,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Central-west,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),16
2023-09-01,Sep 2023,Northeast,Alagoas,EG.5.* (Omicron),1
2023-09-01,Sep 2023,Northeast,Alagoas,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Northeast,Alagoas,Others,1
2023-09-01,Sep 2023,Northeast,Alagoas,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,Northeast,Bahia,FE.1.* (Omicron),1
2023-09-01,Sep 2023,Northeast,Bahia,JD.1.* (Omicron),4
2023-09-01,Sep 2023,Northeast,Bahia,XBB.1.5.70.*+GK.* (Omicron),7
2023-09-01,Sep 2023,Northeast,Maranhão,JD.1.* (Omicron),2
2023-09-01,Sep 2023,Northeast,Maranhão,Others,1
2023-09-01,Sep 2023,Northeast,Paraíba,Others,2
2023-09-01,Sep 2023,Northeast,Paraíba,XBB.1.5.70.*+GK.* (Omicron),6
2023-09-01,Sep 2023,Northeast,Pernambuco,FE.1.* (Omicron),1
2023-09-01,Sep 2023,Northeast,Pernambuco,JD.1.* (Omicron),1
2023-09-01,Sep 2023,Northeast,Pernambuco,Others,2
2023-09-01,Sep 2023,Northeast,Pernambuco,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,North,Acre,JD.1.* (Omicron),3
2023-09-01,Sep 2023,North,Amapá,FE.1.* (Omicron),1
2023-09-01,Sep 2023,North,Amapá,JD.1.* (Omicron),5
2023-09-01,Sep 2023,North,Amapá,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,North,Amazonas,Others,1
2023-09-01,Sep 2023,North,Amazonas,XBB.1.5.* (Omicron),3
2023-09-01,Sep 2023,North,Amazonas,XBB.1.5.70.*+GK.* (Omicron),23
2023-09-01,Sep 2023,North,Pará,JD.1.* (Omicron),6
2023-09-01,Sep 2023,North,Pará,Others,1
2023-09-01,Sep 2023,North,Pará,XBB.1.5.70.*+GK.* (Omicron),2
2023-09-01,Sep 2023,North,Rondônia,Others,1
2023-09-01,Sep 2023,North,Rondônia,XBB.1.5.70.*+GK.* (Omicron),1
2023-09-01,Sep 2023,North,Roraima,Others,2
2023-09-01,Sep 2023,North,Roraima,XBB.1.5.70.*+GK.* (Omicron),4
2023-09-01,Sep 2023,North,Tocantins,JD.1.* (Omicron),6
2023-09-01,Sep 2023,Southeast,Espírito Santo,EG.5.* (Omicron),5
2023-09-01,Sep 2023,Southeast,Espírito Santo,JD.1.* (Omicron),8
2023-09-01,Sep 2023,Southeast,Espírito Santo,Others,5
2023-09-01,Sep 2023,Southeast,Espírito Santo,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Southeast,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),34
2023-09-01,Sep 2023,Southeast,Minas Gerais,EG.5.* (Omicron),4
2023-09-01,Sep 2023,Southeast,Minas Gerais,FE.1.* (Omicron),3
2023-09-01,Sep 2023,Southeast,Minas Gerais,JD.1.* (Omicron),23
2023-09-01,Sep 2023,Southeast,Minas Gerais,Others,13
2023-09-01,Sep 2023,Southeast,Minas Gerais,XBB.1.5.* (Omicron),10
2023-09-01,Sep 2023,Southeast,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),72
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,EG.5.* (Omicron),24
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,FE.1.* (Omicron),18
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,HA.1.* (Omicron),1
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,JD.1.* (Omicron),52
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,Others,249
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,XBB.1.5.* (Omicron),31
2023-09-01,Sep 2023,Southeast,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),200
2023-09-01,Sep 2023,Southeast,São Paulo,EG.5.* (Omicron),11
2023-09-01,Sep 2023,Southeast,São Paulo,FE.1.* (Omicron),20
2023-09-01,Sep 2023,Southeast,São Paulo,HA.1.* (Omicron),2
2023-09-01,Sep 2023,Southeast,São Paulo,JD.1.* (Omicron),89
2023-09-01,Sep 2023,Southeast,São Paulo,JN.1.*+BA.2.86.* (Omicron),1
2023-09-01,Sep 2023,Southeast,São Paulo,Others,21
2023-09-01,Sep 2023,Southeast,São Paulo,XBB.1.5.* (Omicron),1
2023-09-01,Sep 2023,Southeast,São Paulo,XBB.1.5.70.*+GK.* (Omicron),186
2023-09-01,Sep 2023,South,Paraná,FE.1.* (Omicron),5
2023-09-01,Sep 2023,South,Paraná,JD.1.* (Omicron),6
2023-09-01,Sep 2023,South,Paraná,Others,12
2023-09-01,Sep 2023,South,Paraná,XBB.1.5.* (Omicron),4
2023-09-01,Sep 2023,South,Paraná,XBB.1.5.70.*+GK.* (Omicron),67
2023-09-01,Sep 2023,South,Rio Grande do Sul,EG.5.* (Omicron),2
2023-09-01,Sep 2023,South,Rio Grande do Sul,FE.1.* (Omicron),11
2023-09-01,Sep 2023,South,Rio Grande do Sul,JD.1.* (Omicron),22
2023-09-01,Sep 2023,South,Rio Grande do Sul,Others,13
2023-09-01,Sep 2023,South,Rio Grande do Sul,XBB.1.5.* (Omicron),3
2023-09-01,Sep 2023,South,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),70
2023-09-01,Sep 2023,South,Santa Catarina,EG.5.* (Omicron),3
2023-09-01,Sep 2023,South,Santa Catarina,FE.1.* (Omicron),10
2023-09-01,Sep 2023,South,Santa Catarina,HA.1.* (Omicron),1
2023-09-01,Sep 2023,South,Santa Catarina,JD.1.* (Omicron),20
2023-09-01,Sep 2023,South,Santa Catarina,Others,10
2023-09-01,Sep 2023,South,Santa Catarina,XBB.1.5.* (Omicron),2
2023-09-01,Sep 2023,South,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),61
2023-10-01,Oct 2023,Central-west,Distrito Federal,JD.1.* (Omicron),34
2023-10-01,Oct 2023,Central-west,Distrito Federal,JN.1.*+BA.2.86.* (Omicron),1
2023-10-01,Oct 2023,Central-west,Distrito Federal,XBB.1.5.70.*+GK.* (Omicron),5
2023-10-01,Oct 2023,Central-west,Goiás,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Central-west,Goiás,JD.1.* (Omicron),154
2023-10-01,Oct 2023,Central-west,Goiás,Others,1
2023-10-01,Oct 2023,Central-west,Goiás,XBB.1.5.70.*+GK.* (Omicron),18
2023-10-01,Oct 2023,Central-west,Mato Grosso,JD.1.* (Omicron),7
2023-10-01,Oct 2023,Central-west,Mato Grosso,Others,1
2023-10-01,Oct 2023,Central-west,Mato Grosso,XBB.1.5.70.*+GK.* (Omicron),1
2023-10-01,Oct 2023,Central-west,Mato Grosso do Sul,EG.5.* (Omicron),2
2023-10-01,Oct 2023,Central-west,Mato Grosso do Sul,FE.1.* (Omicron),1
2023-10-01,Oct 2023,Central-west,Mato Grosso do Sul,JD.1.* (Omicron),22
